"SNo","Title","URL","Selling Price","MRP","Margin","Margin %"
"401","Great Value Comfy Patla 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Houseware/All-Bathroom-Accessories/GREAT-VALUE/p/000000000000004648","327.0","499.0","172.0","34.47"
"402","Godrej Easy Burgundy Hair Color 20 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Colors-%26-Dyes/Hair-Color/GODREJ-EXPERT/p/000000000000039528","22.32","25.0","2.68","10.72"
"403","Head & Shoulders Anti Hairfall Shampoo 180 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/Shampoo/HEAD-%26-SHOULDERS/p/000000000000013333","140.91","155.0","14.09","9.09"
"404","Stayfree All Night Dry Max Sanitary Napkin 28 N","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/STAYFREE/p/000000000000014561","312.5","350.0","37.5","10.71"
"405","Nivea Men Face Wash Deep Impact, 100 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Face-Washes/Men%27s-Facewash/NIVEA-MEN/p/000000000000031956","193.39","225.0","31.61","14.05"
"406","Narmada Super Mongra Rice 10 kg","https://www.bestprice.in/bestprice/Rice%2C-Atta-%26-Dals/Rice-%26-Rice-Products/Basmati/NARMADA/p/000000000000015860","549.0","720.0","171.0","23.75"
"407","Vaseline Healthy White Body Lotion 200 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Body-Lotions/VASELINE/p/000000000000024362","177.27","195.0","17.73","9.09"
"408","Great Value Bhujia 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/GREAT-VALUE/p/000000000000004160","173.99","250.0","76.01","30.4"
"409","Lakme Peach Milk Moisturising Body Lotion 120 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Body-Lotions/LAKME/p/000000000000010885","175.0","199.0","24.0","12.06"
"410","Snickers Home Pack 1 N","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/SNICKERS/p/000000000000040717","115.0","149.0","34.0","22.82"
"411","Bambino Roasted Vermicelli 850 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Noodles%2C-Pasta-%26-Vermicelli/BAMBINO/p/000000000000044779","89.1","99.0","9.9","10.0"
"412","Great Value Mast Masala Noodles 360 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Noodles%2C-Pasta-%26-Instant-Foods/Noodles%2C-Pasta-%26-Vermicelli/GREAT-VALUE/p/000000000000003184","48.0","60.0","12.0","20.0"
"413","Cadbury Chocobakes Cakes 15 N (21 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Bakery/Cakes%2C-Muffins-%26-Brownies/CADBURY/p/000000000000040930","136.36","150.0","13.64","9.09"
"414","Great Value Aloo Bhujia 10 N (36 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Namkeen-%26-Mixtures/GREAT-VALUE/p/000000000000003974","86.91","100.0","13.09","13.09"
"415","Glen Auto Ignition 3 Burner Cook Top Model Gl 1033 Gtxl FB DDAI, 1 N","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Cooktop-%26-Chimney/Cooktop/GLEN/p/000000000000030665","6802.0","10395.0","3593.0","34.56"
"416","Pedigree Gravy Chicken Puppy Wet Dog Food Pouch 70 g","https://www.bestprice.in/bestprice/Home-care/Pet-Care/Pet-Food/PEDIGREE/p/000000000000014588","30.7","35.0","4.3","12.29"
"417","Nova Nht 1076 Runtime 45 Min Trimmer 1 N","https://www.bestprice.in/bestprice/Electronics/Styling-Devices/Trimmers-%26-Shavers/NOVA/p/000000000000045219","449.0","899.0","450.0","50.06"
"418","Kingfisher Radler Mint Lime Drink Can, 330 ml","https://www.bestprice.in/bestprice/Beverages/Soft-Drinks-%26-Soda/Sports-%26-Energy-Drink/KINGFISHER/p/000000000000032893","22.5","45.0","22.5","50.0"
"419","MAHARAJA WHITELINE MG STELLAR PLUS","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Mixer%2C-Juicer-and-Wet-Grinders/Blender/MAHARAJA/p/000000000000043503","2366.0","3399.0","1033.0","30.39"
"420","Amul Fresh Cream Tetra Pack, 1 L","https://www.bestprice.in/bestprice/Dairy%2C-Fresh-%26-Frozen/Dairy/Milk-Cream/AMUL/p/000000000000010320","183.84","197.0","13.16","6.68"
"421","Snickers Chocolate 3 N (Rs.40 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/SNICKERS/p/000000000000010870","92.49","110.0","17.51","15.92"
"422","Pedigree Meat Jerky Grilled Liver 80 g","https://www.bestprice.in/bestprice/Home-care/Pet-Care/Pet-Food/PEDIGREE/p/000000000000017561","122.81","140.0","17.19","12.28"
"423","Too Yumm Veggie Stix Chilli Chataka 12 N (14 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Chips-%26-Nachos/TOO-YUMM/p/000000000000035725","52.2","60.0","7.8","13.0"
"424","Nivea Creme 100 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Skin-Creams/NIVEA/p/000000000000010082","170.82","199.0","28.18","14.16"
"425","Mamaearth Ubtan Body Wash 300 ml","https://www.bestprice.in/bestprice/Personal-care/Soaps-%26-Body-wash/Shower-Gel-%26-Body-Wash/MAMAEARTH/p/000000000000044190","239.2","299.0","59.8","20.0"
"426","Krack Cream 25 g","https://www.bestprice.in/bestprice/Health-%26-OTC/Other-OTC/KRACK/p/000000000000012256","74.14","90.0","15.86","17.62"
"427","Himalaya Baby Powder 400 g","https://www.bestprice.in/bestprice/Personal-care/Baby-Care/Baby-Oil-%26-Powder/Baby-Powder/HIMALAYA/p/000000000000017109","172.0","215.0","43.0","20.0"
"428","Jolly Rancher Lollilop 60 N (Rs. 5 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/JOLLY-RANCHER/p/000000000000024307","260.9","300.0","39.1","13.03"
"429","Zeeba Classic Basmati Rice 1 kg","https://www.bestprice.in/bestprice/Rice%2C-Atta-%26-Dals/Rice-%26-Rice-Products/Basmati/ZEEBA/p/000000000000031438","120.0","220.0","100.0","45.45"
"430","Kingfisher Radler Mint Lime Drink Can, 330 ml","https://www.bestprice.in/bestprice/Beverages/Soft-Drinks-%26-Soda/Sports-%26-Energy-Drink/KINGFISHER/p/000000000000032896","35.0","70.0","35.0","50.0"
"431","Niine Naturally Soft Ultra Thin XL+ Sanitary Pads 6 N (2 U + 1 U)","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/NIINE/p/000000000000046418","133.93","150.0","16.07","10.71"
"432","Amul Tazza Toned Milk, 1 L Tetra Pack, 1 L","https://www.bestprice.in/bestprice/Dairy%2C-Fresh-%26-Frozen/Dairy/Milk-%26-Milk-Powder/AMUL/p/000000000000013177","63.08","66.0","2.92","4.42"
"433","Heineken Non Alcoholic Drink Can, 330 ml","https://www.bestprice.in/bestprice/Beverages/Soft-Drinks-%26-Soda/Sports-%26-Energy-Drink/HEINEKEN/p/000000000000032897","50.0","75.0","25.0","33.33"
"434","Storia Coffee Shake 180 ml","https://www.bestprice.in/bestprice/Beverages/Juices-%26-Fruit-Drinks/Syrups-%26-Squash/STORIA/p/000000000000039924","28.0","35.0","7.0","20.0"
"435","Fun Food Peanut Butter Creamy 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Jams%2C-Spreads-%26-Mayonnaise/FUN-FOOD/p/000000000000016145","153.64","169.0","15.36","9.09"
"436","Colgate Cibaca Toothbrush 12 L","https://www.bestprice.in/bestprice/Personal-care/Dental-care/Tooth-Brush/COLGATE-CIBACA/p/000000000000010400","133.33","180.0","46.67","25.93"
"437","Fun Food Peanut Butter Crunchy 400 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Jams%2C-Spreads-%26-Mayonnaise/FUN-FOOD/p/000000000000016146","153.64","169.0","15.36","9.09"
"438","Storia Coconut Water Bottle 180 ml","https://www.bestprice.in/bestprice/Beverages/Juices-%26-Fruit-Drinks/Syrups-%26-Squash/STORIA/p/000000000000040010","22.5","30.0","7.5","25.0"
"439","Saffola Oats 1 kg","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Breakfast-Cereals/Oats/SAFFOLA/p/000000000000013132","186.0","212.0","26.0","12.26"
"440","Too Yumm Veggie Stix Sour Cream & Onion 12 N (28 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Namkeen%2C-Chips-%26-Savory/Chips-%26-Nachos/TOO-YUMM/p/000000000000035743","104.4","120.0","15.6","13.0"
"441","Sofy Anti Bacterial & Bodyfit Sanitary Napkin XL With Wings, 28 N","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/SOFY/p/000000000000019670","223.21","250.0","26.79","10.72"
"442","Osram LED Bulb Model 9W 865 B22D, 1 N","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Lighting/LED-Bulb/LED-Light/OSRAM/p/000000000000014466","413.86","749.0","335.14","44.74"
"443","AXE Deodorant Gold Temptation, 150 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/AXE/p/000000000000016043","260.0","299.0","39.0","13.04"
"444","Chik Hair Wash Shampoo Hairfall Prevent, 5.4 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/CHIK/p/000000000000029843","18.18","20.0","1.82","9.1"
"445","Mamy Poko Standard Large Pants 10 N","https://www.bestprice.in/bestprice/Personal-care/Baby-Care/Baby-Diaper-%26-Wipes/Pant-Style-Diapers/MAMY-POKO/p/000000000000013575","84.21","96.0","11.79","12.28"
"446","Chik Anti Dandruff Shampoo 20 N (5 ml Each)","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/Shampoo/CHIK/p/000000000000044118","18.18","20.0","1.82","9.1"
"447","Nestle Classic Chocolate 24 N (19.8 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/NESTLE/p/000000000000035189","215.25","240.0","24.75","10.31"
"448","Pim Pom Lollipop 60N (Rs. 5 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/PIM-POM/p/000000000000014907","230.0","300.0","70.0","23.33"
"449","Himalaya Body Lotion Nourishing, 400 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Body-Lotions/HIMALAYA/p/000000000000022954","220.45","270.0","49.55","18.35"
"450","Cadbury Dairy Milk Silk Chocolate 150 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/CADBURY-DAIRY-MILK-SILK/p/000000000000039481","142.86","160.0","17.14","10.71"
"451","Santoor Whitening & UV Protect Body Lotion 250 ml + 250 ml","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Creams-%26-Body-Lotions/Body-Lotions/SANTOOR/p/000000000000015285","200.0","220.0","20.0","9.09"
"452","Whisper Ultra Soft Sanitary Napkin XL With Wings, 60 N","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/WHISPER/p/000000000000031752","495.54","555.0","59.46","10.71"
"453","Pedigree Chicken & Veg Adult Dog Food 3 kg","https://www.bestprice.in/bestprice/Home-care/Pet-Care/Pet-Food/PEDIGREE/p/000000000000013772","578.95","660.0","81.05","12.28"
"454","Amul Processed Cheese Block, 1 kg","https://www.bestprice.in/bestprice/Dairy%2C-Fresh-%26-Frozen/Dairy/Cheese-And-Paneer/AMUL/p/000000000000010315","435.55","470.0","34.45","7.33"
"455","Wingreens Schezwan Sauce 450 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Sauces-%26-Ketchup/WINGREENS/p/000000000000025407","126.65","149.0","22.35","15.0"
"456","Kingfisher Radler Lemon Drink Can, 330 ml","https://www.bestprice.in/bestprice/Beverages/Soft-Drinks-%26-Soda/Sports-%26-Energy-Drink/KINGFISHER/p/000000000000032894","35.0","70.0","35.0","50.0"
"457","VLCC Gold Facial Kit 1 N","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Facial-Kits-%26-Bleaches/VLCC/p/000000000000014113","236.0","295.0","59.0","20.0"
"458","Veeba Cheese & Chilli Spread 275 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Jams%2C-Spreads-%26-Mayonnaise/VEEBA/p/000000000000042377","80.91","89.0","8.09","9.09"
"459","Mainstays 1.1 L Stainless Steel Saucepan 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Kitchen-%26-Tableware/Cookware/MAINSTAYS/p/000000000000004523","115.0","199.0","84.0","42.21"
"460","Sundrop Crunchy Peanut Butter Spread 924 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Jams%2C-Spreads-%26-Mayonnaise/SUNDROP/p/000000000000019372","273.0","300.0","27.0","9.0"
"461","Osram LED Bulb 9 W, LS CLA70","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Lighting/LED-Bulb/LED-Light/OSRAM/p/000000000000015855","277.76","599.0","321.24","53.63"
"462","Axe Body Perfume Dark Temptation, 122 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/AXE/p/000000000000035452","182.61","210.0","27.39","13.04"
"463","L'Oreal Paris Restoring Shampoo 192.5 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/L%27OREAL/p/000000000000043021","133.04","149.0","15.96","10.71"
"464","Del Monte Tomato Ketchup Sachet, 100 N (Rs.1 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Jams%2C-Sauces-%26-Pickles/Sauces-%26-Ketchup/DEL-MONTE/p/000000000000014149","80.0","100.0","20.0","20.0"
"465","Osram LED Bulb 15 Watts, LSCLA100 10.5W","https://www.bestprice.in/bestprice/Kitchen-%26-Home-Appliances/Lighting/LED-Bulb/CFL-Lamp/OSRAM/p/000000000000010956","367.36","799.0","431.64","54.02"
"466","Basik 1 L Aqua Steel Bottle 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Kitchen-%26-Tableware/Tiffin%2C-Bottles-%26-Sippers/BASIK/p/000000000000025365","171.0","365.0","194.0","53.15"
"467","Cadbury Dairy Milk Silk Mousse Chocolate 57 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/CADBURY/p/000000000000042782","66.96","75.0","8.04","10.72"
"468","Pro-Ease Day & Night Sanitary Pad Combo Pack 22 N","https://www.bestprice.in/bestprice/Personal-care/Sanitary-Needs/Sanitary-Pads/PRO-EASE/p/000000000000040138","96.43","108.0","11.57","10.71"
"469","Kingfisher Radler Ginger Lemon Drink Can, 330 ml","https://www.bestprice.in/bestprice/Beverages/Soft-Drinks-%26-Soda/Sports-%26-Energy-Drink/KINGFISHER/p/000000000000032895","35.0","70.0","35.0","50.0"
"470","Indica Hair Colour Natural Black, 8N (5 g each)","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Hair-Colors-%26-Dyes/Hair-Color/INDICA/p/000000000000013028","145.45","160.0","14.55","9.09"
"471","Ferrero Rocher Moments T24 139 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Festive-%26-Gifting/FERRERO-ROCHER/p/000000000000041378","311.0","349.0","38.0","10.89"
"472","HE Body Explore Deo 120 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/HE/p/000000000000045377","99.0","220.0","121.0","55.0"
"473","Kama Sutra Deodorant Spark, 260 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/KAMASUTRA/p/000000000000030821","271.78","329.0","57.22","17.39"
"474","Cadbury Dairy Milk Silk Bubbly Chocolate 50 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/CADBURY/p/000000000000042778","71.0","75.0","4.0","5.33"
"475","Oleev Active Oil Tin, 5 L","https://www.bestprice.in/bestprice/Oil%2C-Sugar-%26-Masalas/Oil-%26-Ghee/Olive-%26-Canola-Oil/OLEEV/p/000000000000028112","1334.83","1395.0","60.17","4.31"
"476","Mainstays Single Fleece Blanket Printed 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Home-Textile/Blanket-%26-Quilts/MAINSTAYS/p/000000000000005200","126.0","299.0","173.0","57.86"
"477","Mainstays Melange Single Bed Bed Blanket 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Home-Textile/Blanket-%26-Quilts/MAINSTAYS/p/000000000000005063","129.0","299.0","170.0","56.86"
"478","Cadbury Dairy Milk Silk Almond Chocolate 143 g","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/CADBURY-DAIRY-MILK-SILK/p/000000000000039530","142.86","160.0","17.14","10.71"
"479","Cocofly Coconut Water 1 L","https://www.bestprice.in/bestprice/Beverages/Water/COCOFLY/p/000000000000024226","115.0","150.0","35.0","23.33"
"480","Pigeon 3 L Aluminium Mila Pressure Cooker with Inner Lid 1 N","https://www.bestprice.in/bestprice/Restaurant-Supplies-%26-Houseware/Kitchen-%26-Tableware/Cookware/PIGEON/p/000000000000043629","763.0","1645.0","882.0","53.62"
"481","Snickers Chocolate Bar 32 N (Rs. 10 Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/SNICKERS/p/000000000000022405","350.0","400.0","50.0","12.5"
"482","Cadbury Nutty 5 Star Chocolate 35 N (19 g Each)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Chocolates/CADBURY/p/000000000000039476","318.18","350.0","31.82","9.09"
"483","Gala Quick Spin Mop With Bucket 1 N","https://www.bestprice.in/bestprice/Home-care/House-%26-Kitchen-Cleaning/Cleaning-Tools/GALA/p/000000000000015000","1099.0","1799.0","700.0","38.91"
"484","Tang Orange Instant Drink Mix Pouch, 100 g","https://www.bestprice.in/bestprice/Beverages/Juices-%26-Fruit-Drinks/Powdered-Drinks/TANG/p/000000000000014540","18.0","30.0","12.0","40.0"
"485","Rewa Super Mogra Rice 10 kg","https://www.bestprice.in/bestprice/Rice%2C-Atta-%26-Dals/Rice-%26-Rice-Products/Basmati/-/p/000000000000034937","464.28","645.0","180.72","28.02"
"486","Glucon-D Orange Refill, 200 g","https://www.bestprice.in/bestprice/Health-%26-OTC/Energy-%26-Health/GLUCON-D/p/000000000000011799","62.5","70.0","7.5","10.71"
"487","Unibic Choco Cookies 12 N (60 g)","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Biscuits/Cookies/UNIBIC/p/000000000000025341","105.0","120.0","15.0","12.5"
"488","Kingfisher Radler Ginger Lemon Drink Can, 330 ml","https://www.bestprice.in/bestprice/Beverages/Soft-Drinks-%26-Soda/Sports-%26-Energy-Drink/KINGFISHER/p/000000000000032892","22.5","45.0","22.5","50.0"
"489","Glucon-D Original Refill, 1 kg","https://www.bestprice.in/bestprice/Health-%26-OTC/Energy-%26-Health/GLUCON-D/p/000000000000011808","183.04","205.0","21.96","10.71"
"490","Nutrine Toffee 170 N","https://www.bestprice.in/bestprice/Packaged-Foods-%26-Dry-Fruits/Chocolates-%26-Toffees/Toffee%2C-Candy-%26-Eclairs/NUTRINE/p/000000000000014607","304.3","350.0","45.7","13.06"
"491","L'Oreal Paris Total Repair Hair Shampoo 640 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/L%27OREAL/p/000000000000013557","482.14","540.0","57.86","10.71"
"492","Yardley Lavender Deodorant 150 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Women%27s-Deos-%26-Sprays/YARDLEY/p/000000000000013281","181.74","209.0","27.26","13.04"
"493","Nivea All in One Men's Face Wash 100 g","https://www.bestprice.in/bestprice/Personal-care/Skin-Care/Face-Washes/Men%27s-Facewash/NIVEA/p/000000000000017814","214.88","250.0","35.12","14.05"
"494","HE Body Energize Deo 120 ml","https://www.bestprice.in/bestprice/Personal-care/Deos%2C-Talcs-%26-Perfumes/Men%27s-Deos-%26-Sprays/HE/p/000000000000045376","99.0","220.0","121.0","55.0"
"495","Lloyd 1.09 m (42) 43FS301B Full HD LED TV 1 N","https://www.bestprice.in/bestprice/Large-Appliances-%26-TV/TV/Smart-TV/LLOYD/p/000000000000043405","33490.0","36990.0","3500.0","9.46"
"496","Lloyd 1.09 m (42) 43US900B Ultra HD LED TV 1 N","https://www.bestprice.in/bestprice/Large-Appliances-%26-TV/TV/Smart-TV/LLOYD/p/000000000000043406","37490.0","53890.0","16400.0","30.43"
"497","Storia Coconut Water Tetra Pack 180 ml","https://www.bestprice.in/bestprice/Beverages/Juices-%26-Fruit-Drinks/Syrups-%26-Squash/STORIA/p/000000000000040011","33.34","50.0","16.66","33.32"
"498","Boat Storm Smart Watch (Active Black)","https://www.bestprice.in/bestprice/Electronics/Smart-Wearables/Smart-Watch/BOAT/p/000000000000043362","2899.0","5990.0","3091.0","51.6"
"499","Sunsilk Black Shine Hair Shampoo 180 ml","https://www.bestprice.in/bestprice/Personal-care/Hair-Care/Shampoos-%26-Conditioners/SUNSILK/p/000000000000013434","113.64","125.0","11.36","9.09"
